product_id,product_name,sku,stock,price,category_name,extracted_supplier
457,GROUND COVER NEGRO 4MX100 (POPUSA) 105GRS,GROUND-COVER-NEGRO-4MX100-POPUSA-105GRS,1,4100.00,,POPUSA
468,HYDRO FILPRO,HYDRO-FILPRO,1,0.00,,
413,KOLO3-35-30-2 (VDE) SIN SENSOR,KOLO3-35-30-2-VDE-SIN-SENSOR,1,,,VDE
542,MANOMETRO DE PRECION 60 psi (4 bar),MANOMETRO-DE-PRECION-60-PSI-4-BAR,1,350.00,,4 bar
467,MICRO 1,MICRO-1,1,0.00,,
466,MOTOFUMIGADORA OKLAND (CON MOTOR),MOTOFUMIGADORA-OKLAND-CON-MOTOR,1,2350.00,Equipos de Aplicacion,CON MOTOR
469,NATAI,NATAI,1,0.00,,
535,"NIPLE GALBANIZADO DE 1.25""x4"" (Tornillo)",NIPLE-GALBANIZADO-DE-125X4-TORNILLO,1,,,Tornillo
411,PANEL SOLAR 460 W (VDE),PANEL-SOLAR-460-W-VDE,1,1596.87,,VDE
399,PLANTADORA MANUAL  (POPUSA),PLANTADORA-MANUAL-POPUSA,1,1149.31,,POPUSA
381,"POLYPATCH 30 MX4"" (POPUSA)",POLYPATCH-30-MX4-POPUSA-1,1,298.36,,POPUSA
370,"POLYPATCH 30 MX4"" (POPUSA)",POLYPATCH-30-MX4-POPUSA,1,298.36,Materiales para invernadero,POPUSA
470,PROINMUN-K,PROINMUN-K,1,0.00,,
566,PTR 1 1/4 CALIBRE 14,PTR-1-14-CALIBRE-14,1,,,
412,R-KOLOS-CTRL-30-2 CAJA CONTROL (VDE),R-KOLOS-CTRL-30-2-CAJA-CONTROL-VDE,1,4052.37,,VDE
599,"REDUCCION BUCHING 1.25""X3/4""",REDUCCION-BUCHING-125X34,1,,,
551,Rollo de 400 metros de manguera ciega de 20mm (INVERTEX),ROLLO-DE-400-METROS-DE-MANGUERA-CIEGA-DE-20MM-INVE,1,1400.00,,INVERTEX
563,Rollo de soldadura,ROLLO-DE-SOLDADURA,1,,Materiales de Construcción,
471,SIDIC H,SIDIC-H,1,0.00,,
582,SOLDADURA 6013,SOLDADURA-6013,1,84.99,,
408,TORNADO EF0.6-05-10/1127 MOTOBOMBA SLIM CON CAJA DE ENCENDIDO (VDE),TORNADO-EF06-05-101127-MOTOBOMBA-SLIM-CON-CAJA-DE-,1,2271.96,,VDE
572,"TORNILLOS GRADO 5 DE 6""",TORNILLOS-GRADO-5-DE-6,1,5.18,,
528,TUBERIA RD 21 (Riego de l Norte),TUBERIA-RD-21-RIEGO-DE-L-NORTE,1,5.75,,Riego de l Norte
527,"TUBERIA RD 26"" 1""  (Riego de l Norte)",TUBERIA-RD-26-1-RIEGO-DE-L-NORTE,1,10.02,,Riego de l Norte
526,"TUBERIA RD 41 1 1/2"" (Riego de l Norte)",TUBERIA-RD-41-1-12-RIEGO-DE-L-NORTE,1,47.00,,Riego de l Norte
529,"VALVULA BOLA DE 2"" (Riegos Del Norte)",VALVULA-BOLA-DE-2-RIEGOS-DEL-NORTE,1,140.00,,Riegos Del Norte
555,"Válvula de pie (Pichancha) de 1.5"" rejilla de latón (INVERTEX)",VÁLVULA-DE-PIE-PICHANCHA-DE-15-REJILLA-DE-LATÓN-IN,1,,,INVERTEX
558,"Válvula de pie Pichancha malla 1 1/2"", rejilla de acero inoxidable (INVERTEX)",VÁLVULA-DE-PIE-PICHANCHA-MALLA-1-12-REJILLA-DE-ACE,1,285.00,,INVERTEX
560,ponchadora azul de maneral,PONCHADORA-AZUL-DE-MANERAL,1,80.00,Mangueras y Tuberías,
